ID,Min of Date Sent,Max of Date Sent,Days In Production,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.07565E+11,1/9/2023,3/6/2023,56,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/25/2022,55,,,,,,,,
1.06127E+11,8/31/2022,10/24/2022,54,,,,,,,,
1.06127E+11,8/31/2022,10/24/2022,54,,,,,,,,
1.06859E+11,10/31/2022,12/22/2022,52,,,,,,,,
1.06859E+11,10/31/2022,12/22/2022,52,,,,,,,,
1.06859E+11,10/31/2022,12/22/2022,52,,,,,,,,
1.06127E+11,8/31/2022,10/21/2022,51,,,,,,,,
1.06127E+11,8/31/2022,10/21/2022,51,,,,,,,,
1.06127E+11,8/31/2022,10/21/2022,51,,,,,,,,
1.06127E+11,8/31/2022,10/21/2022,51,,,,,,,,
1.06127E+11,8/31/2022,10/21/2022,51,,,,,,,,
1.06859E+11,10/31/2022,12/21/2022,51,,,,,,,,
1.06859E+11,10/31/2022,12/21/2022,51,,,,,,,,
1.06859E+11,10/31/2022,12/21/2022,51,,,,,,,,
1.06859E+11,10/31/2022,12/21/2022,51,,,,,,,,
1.06859E+11,10/31/2022,12/21/2022,51,,,,,,,,
1.06859E+11,10/31/2022,12/21/2022,51,,,,,,,,
1.06859E+11,10/31/2022,12/21/2022,51,,,,,,,,
1.06859E+11,10/31/2022,12/21/2022,51,,,,,,,,
1.06859E+11,10/31/2022,12/21/2022,51,,,,,,,,
1.06859E+11,10/31/2022,12/21/2022,51,,,,,,,,
1.06859E+11,10/31/2022,12/21/2022,51,,,,,,,,
1.06859E+11,10/31/2022,12/21/2022,51,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06127E+11,8/31/2022,10/20/2022,50,,,,,,,,
1.06859E+11,10/31/2022,12/20/2022,50,,,,,,,,
1.0686E+11,11/1/2022,12/21/2022,50,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.06859E+11,10/31/2022,12/19/2022,49,,,,,,,,
1.07565E+11,1/18/2023,3/8/2023,49,,,,,,,,
1.06127E+11,9/15/2022,11/2/2022,48,,,,,,,,
1.06127E+11,9/15/2022,10/28/2022,43,,,,,,,,
1.06127E+11,9/15/2022,10/28/2022,43,,,,,,,,
1.06859E+11,11/7/2022,12/19/2022,42,,,,,,,,
1.06859E+11,11/7/2022,12/19/2022,42,,,,,,,,
1.06859E+11,11/7/2022,12/19/2022,42,,,,,,,,
1.06859E+11,11/7/2022,12/19/2022,42,,,,,,,,
1.06859E+11,11/7/2022,12/19/2022,42,,,,,,,,
1.06859E+11,11/7/2022,12/19/2022,42,,,,,,,,
1.06859E+11,11/7/2022,12/19/2022,42,,,,,,,,
1.06859E+11,11/7/2022,12/19/2022,42,,,,,,,,
1.06859E+11,11/7/2022,12/19/2022,42,,,,,,,,
1.06127E+11,9/15/2022,10/25/2022,40,,,,,,,,
1.06859E+11,10/31/2022,12/9/2022,39,,,,,,,,
1.06859E+11,10/31/2022,12/9/2022,39,,,,,,,,
1.06859E+11,10/31/2022,12/8/2022,38,,,,,,,,
1.06859E+11,10/31/2022,12/8/2022,38,,,,,,,,
1.06859E+11,10/31/2022,12/8/2022,38,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/7/2022,37,,,,,,,,
1.06859E+11,10/31/2022,12/6/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.0686E+11,11/1/2022,12/7/2022,36,,,,,,,,
1.06859E+11,10/31/2022,11/29/2022,29,,,,,,,,
1.06859E+11,10/31/2022,11/29/2022,29,,,,,,,,
1.06859E+11,10/31/2022,11/28/2022,28,,,,,,,,
1.06763E+11,10/24/2022,11/17/2022,24,,,,,,,,
1.07165E+11,11/28/2022,12/22/2022,24,,,,,,,,
1.06859E+11,10/31/2022,11/18/2022,18,,,,,,,,
1.06701E+11,10/18/2022,11/3/2022,16,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/13/2022,15,,,,,,,,
1.07165E+11,11/28/2022,12/12/2022,14,,,,,,,,
1.07165E+11,11/28/2022,12/12/2022,14,,,,,,,,
1.07165E+11,11/28/2022,12/12/2022,14,,,,,,,,
1.07165E+11,11/28/2022,12/12/2022,14,,,,,,,,
1.07165E+11,11/28/2022,12/12/2022,14,,,,,,,,
1.07165E+11,11/28/2022,12/12/2022,14,,,,,,,,
1.07165E+11,11/28/2022,12/12/2022,14,,,,,,,,
1.07165E+11,11/28/2022,12/12/2022,14,,,,,,,,
1.07165E+11,11/28/2022,12/12/2022,14,,,,,,,,
